w_00000, 0
w_00001, 1
w_00002, 2
w_00003, 3
w_00004, 4
w_00005, 5
w_00010, 6
w_00011, 7
w_00012, 8
w_00013, 9
w_00014, 10
w_00015, 11
w_00020, 12
w_00021, 13
w_00022, 14
w_00023, 15
w_00024, 16
w_00025, 17
w_00100, 18
w_00101, 19
w_00102, 20
w_00103, 21
w_00104, 22
w_00105, 23
w_00110, 24
w_00111, 25
w_00112, 26
w_00113, 27
w_00114, 28
w_00115, 29
w_00120, 30
w_00121, 31
w_00122, 32
w_00123, 33
w_00124, 34
w_00125, 35
w_00200, 36
w_00201, 37
w_00202, 38
w_00203, 39
w_00204, 40
w_00205, 41
w_00210, 42
w_00211, 43
w_00212, 44
w_00213, 45
w_00214, 46
w_00215, 47
w_00220, 48
w_00221, 49
w_00222, 50
w_00223, 51
w_00224, 52
w_00225, 53
w_01000, 54
w_01001, 55
w_01002, 56
w_01003, 57
w_01004, 58
w_01005, 59
w_01010, 60
w_01011, 61
w_01012, 62
w_01013, 63
w_01014, 64
w_01015, 65
w_01020, 66
w_01021, 67
w_01022, 68
w_01023, 69
w_01024, 70
w_01025, 71
w_01100, 72
w_01101, 73
w_01102, 74
w_01103, 75
w_01104, 76
w_01105, 77
w_01110, 78
w_01111, 79
w_01112, 80
w_01113, 81
w_01114, 82
w_01115, 83
w_01120, 84
w_01121, 85
w_01122, 86
w_01123, 87
w_01124, 88
w_01125, 89
w_01200, 90
w_01201, 91
w_01202, 92
w_01203, 93
w_01204, 94
w_01205, 95
w_01210, 96
w_01211, 97
w_01212, 98
w_01213, 99
w_01214, 100
w_01215, 101
w_01220, 102
w_01221, 103
w_01222, 104
w_01223, 105
w_01224, 106
w_01225, 107
w_02000, 108
w_02001, 109
w_02002, 110
w_02003, 111
w_02004, 112
w_02005, 113
w_02010, 114
w_02011, 115
w_02012, 116
w_02013, 117
w_02014, 118
w_02015, 119
w_02020, 120
w_02021, 121
w_02022, 122
w_02023, 123
w_02024, 124
w_02025, 125
w_02100, 126
w_02101, 127
w_02102, 128
w_02103, 129
w_02104, 130
w_02105, 131
w_02110, 132
w_02111, 133
w_02112, 134
w_02113, 135
w_02114, 136
w_02115, 137
w_02120, 138
w_02121, 139
w_02122, 140
w_02123, 141
w_02124, 142
w_02125, 143
w_02200, 144
w_02201, 145
w_02202, 146
w_02203, 147
w_02204, 148
w_02205, 149
w_02210, 150
w_02211, 151
w_02212, 152
w_02213, 153
w_02214, 154
w_02215, 155
w_02220, 156
w_02221, 157
w_02222, 158
w_02223, 159
w_02224, 160
w_02225, 161
w_10000, 162
w_10001, 163
w_10002, 164
w_10003, 165
w_10004, 166
w_10005, 167
w_10010, 168
w_10011, 169
w_10012, 170
w_10013, 171
w_10014, 172
w_10015, 173
w_10020, 174
w_10021, 175
w_10022, 176
w_10023, 177
w_10024, 178
w_10025, 179
w_10100, 180
w_10101, 181
w_10102, 182
w_10103, 183
w_10104, 184
w_10105, 185
w_10110, 186
w_10111, 187
w_10112, 188
w_10113, 189
w_10114, 190
w_10115, 191
w_10120, 192
w_10121, 193
w_10122, 194
w_10123, 195
w_10124, 196
w_10125, 197
w_10200, 198
w_10201, 199
w_10202, 200
w_10203, 201
w_10204, 202
w_10205, 203
w_10210, 204
w_10211, 205
w_10212, 206
w_10213, 207
w_10214, 208
w_10215, 209
w_10220, 210
w_10221, 211
w_10222, 212
w_10223, 213
w_10224, 214
w_10225, 215
w_11000, 216
w_11001, 217
w_11002, 218
w_11003, 219
w_11004, 220
w_11005, 221
w_11010, 222
w_11011, 223
w_11012, 224
w_11013, 225
w_11014, 226
w_11015, 227
w_11020, 228
w_11021, 229
w_11022, 230
w_11023, 231
w_11024, 232
w_11025, 233
w_11100, 234
w_11101, 235
w_11102, 236
w_11103, 237
w_11104, 238
w_11105, 239
w_11110, 240
w_11111, 241
w_11112, 242
w_11113, 243
w_11114, 244
w_11115, 245
w_11120, 246
w_11121, 247
w_11122, 248
w_11123, 249
w_11124, 250
w_11125, 251
w_11200, 252
w_11201, 253
w_11202, 254
w_11203, 255
w_11204, 256
w_11205, 257
w_11210, 258
w_11211, 259
w_11212, 260
w_11213, 261
w_11214, 262
w_11215, 263
w_11220, 264
w_11221, 265
w_11222, 266
w_11223, 267
w_11224, 268
w_11225, 269
w_12000, 270
w_12001, 271
w_12002, 272
w_12003, 273
w_12004, 274
w_12005, 275
w_12010, 276
w_12011, 277
w_12012, 278
w_12013, 279
w_12014, 280
w_12015, 281
w_12020, 282
w_12021, 283
w_12022, 284
w_12023, 285
w_12024, 286
w_12025, 287
w_12100, 288
w_12101, 289
w_12102, 290
w_12103, 291
w_12104, 292
w_12105, 293
w_12110, 294
w_12111, 295
w_12112, 296
w_12113, 297
w_12114, 298
w_12115, 299
w_12120, 300
w_12121, 301
w_12122, 302
w_12123, 303
w_12124, 304
w_12125, 305
w_12200, 306
w_12201, 307
w_12202, 308
w_12203, 309
w_12204, 310
w_12205, 311
w_12210, 312
w_12211, 313
w_12212, 314
w_12213, 315
w_12214, 316
w_12215, 317
w_12220, 318
w_12221, 319
w_12222, 320
w_12223, 321
w_12224, 322
w_12225, 323
v_00000, 324
v_00001, 325
v_00002, 326
v_00003, 327
v_00004, 328
v_00005, 329
v_00010, 330
v_00011, 331
v_00012, 332
v_00013, 333
v_00014, 334
v_00015, 335
v_00020, 336
v_00021, 337
v_00022, 338
v_00023, 339
v_00024, 340
v_00025, 341
v_00100, 342
v_00101, 343
v_00102, 344
v_00103, 345
v_00104, 346
v_00105, 347
v_00110, 348
v_00111, 349
v_00112, 350
v_00113, 351
v_00114, 352
v_00115, 353
v_00120, 354
v_00121, 355
v_00122, 356
v_00123, 357
v_00124, 358
v_00125, 359
v_00200, 360
v_00201, 361
v_00202, 362
v_00203, 363
v_00204, 364
v_00205, 365
v_00210, 366
v_00211, 367
v_00212, 368
v_00213, 369
v_00214, 370
v_00215, 371
v_00220, 372
v_00221, 373
v_00222, 374
v_00223, 375
v_00224, 376
v_00225, 377
v_01000, 378
v_01001, 379
v_01002, 380
v_01003, 381
v_01004, 382
v_01005, 383
v_01010, 384
v_01011, 385
v_01012, 386
v_01013, 387
v_01014, 388
v_01015, 389
v_01020, 390
v_01021, 391
v_01022, 392
v_01023, 393
v_01024, 394
v_01025, 395
v_01100, 396
v_01101, 397
v_01102, 398
v_01103, 399
v_01104, 400
v_01105, 401
v_01110, 402
v_01111, 403
v_01112, 404
v_01113, 405
v_01114, 406
v_01115, 407
v_01120, 408
v_01121, 409
v_01122, 410
v_01123, 411
v_01124, 412
v_01125, 413
v_01200, 414
v_01201, 415
v_01202, 416
v_01203, 417
v_01204, 418
v_01205, 419
v_01210, 420
v_01211, 421
v_01212, 422
v_01213, 423
v_01214, 424
v_01215, 425
v_01220, 426
v_01221, 427
v_01222, 428
v_01223, 429
v_01224, 430
v_01225, 431
v_02000, 432
v_02001, 433
v_02002, 434
v_02003, 435
v_02004, 436
v_02005, 437
v_02010, 438
v_02011, 439
v_02012, 440
v_02013, 441
v_02014, 442
v_02015, 443
v_02020, 444
v_02021, 445
v_02022, 446
v_02023, 447
v_02024, 448
v_02025, 449
v_02100, 450
v_02101, 451
v_02102, 452
v_02103, 453
v_02104, 454
v_02105, 455
v_02110, 456
v_02111, 457
v_02112, 458
v_02113, 459
v_02114, 460
v_02115, 461
v_02120, 462
v_02121, 463
v_02122, 464
v_02123, 465
v_02124, 466
v_02125, 467
v_02200, 468
v_02201, 469
v_02202, 470
v_02203, 471
v_02204, 472
v_02205, 473
v_02210, 474
v_02211, 475
v_02212, 476
v_02213, 477
v_02214, 478
v_02215, 479
v_02220, 480
v_02221, 481
v_02222, 482
v_02223, 483
v_02224, 484
v_02225, 485
v_10000, 486
v_10001, 487
v_10002, 488
v_10003, 489
v_10004, 490
v_10005, 491
v_10010, 492
v_10011, 493
v_10012, 494
v_10013, 495
v_10014, 496
v_10015, 497
v_10020, 498
v_10021, 499
v_10022, 500
v_10023, 501
v_10024, 502
v_10025, 503
v_10100, 504
v_10101, 505
v_10102, 506
v_10103, 507
v_10104, 508
v_10105, 509
v_10110, 510
v_10111, 511
v_10112, 512
v_10113, 513
v_10114, 514
v_10115, 515
v_10120, 516
v_10121, 517
v_10122, 518
v_10123, 519
v_10124, 520
v_10125, 521
v_10200, 522
v_10201, 523
v_10202, 524
v_10203, 525
v_10204, 526
v_10205, 527
v_10210, 528
v_10211, 529
v_10212, 530
v_10213, 531
v_10214, 532
v_10215, 533
v_10220, 534
v_10221, 535
v_10222, 536
v_10223, 537
v_10224, 538
v_10225, 539
v_11000, 540
v_11001, 541
v_11002, 542
v_11003, 543
v_11004, 544
v_11005, 545
v_11010, 546
v_11011, 547
v_11012, 548
v_11013, 549
v_11014, 550
v_11015, 551
v_11020, 552
v_11021, 553
v_11022, 554
v_11023, 555
v_11024, 556
v_11025, 557
v_11100, 558
v_11101, 559
v_11102, 560
v_11103, 561
v_11104, 562
v_11105, 563
v_11110, 564
v_11111, 565
v_11112, 566
v_11113, 567
v_11114, 568
v_11115, 569
v_11120, 570
v_11121, 571
v_11122, 572
v_11123, 573
v_11124, 574
v_11125, 575
v_11200, 576
v_11201, 577
v_11202, 578
v_11203, 579
v_11204, 580
v_11205, 581
v_11210, 582
v_11211, 583
v_11212, 584
v_11213, 585
v_11214, 586
v_11215, 587
v_11220, 588
v_11221, 589
v_11222, 590
v_11223, 591
v_11224, 592
v_11225, 593
v_12000, 594
v_12001, 595
v_12002, 596
v_12003, 597
v_12004, 598
v_12005, 599
v_12010, 600
v_12011, 601
v_12012, 602
v_12013, 603
v_12014, 604
v_12015, 605
v_12020, 606
v_12021, 607
v_12022, 608
v_12023, 609
v_12024, 610
v_12025, 611
v_12100, 612
v_12101, 613
v_12102, 614
v_12103, 615
v_12104, 616
v_12105, 617
v_12110, 618
v_12111, 619
v_12112, 620
v_12113, 621
v_12114, 622
v_12115, 623
v_12120, 624
v_12121, 625
v_12122, 626
v_12123, 627
v_12124, 628
v_12125, 629
v_12200, 630
v_12201, 631
v_12202, 632
v_12203, 633
v_12204, 634
v_12205, 635
v_12210, 636
v_12211, 637
v_12212, 638
v_12213, 639
v_12214, 640
v_12215, 641
v_12220, 642
v_12221, 643
v_12222, 644
v_12223, 645
v_12224, 646
v_12225, 647
y_0000, 648
y_0001, 649
y_0002, 650
y_0003, 651
y_0004, 652
y_0005, 653
y_0010, 654
y_0011, 655
y_0012, 656
y_0013, 657
y_0014, 658
y_0015, 659
y_0020, 660
y_0021, 661
y_0022, 662
y_0023, 663
y_0024, 664
y_0025, 665
y_0100, 666
y_0101, 667
y_0102, 668
y_0103, 669
y_0104, 670
y_0105, 671
y_0110, 672
y_0111, 673
y_0112, 674
y_0113, 675
y_0114, 676
y_0115, 677
y_0120, 678
y_0121, 679
y_0122, 680
y_0123, 681
y_0124, 682
y_0125, 683
y_0200, 684
y_0201, 685
y_0202, 686
y_0203, 687
y_0204, 688
y_0205, 689
y_0210, 690
y_0211, 691
y_0212, 692
y_0213, 693
y_0214, 694
y_0215, 695
y_0220, 696
y_0221, 697
y_0222, 698
y_0223, 699
y_0224, 700
y_0225, 701
y_1000, 702
y_1001, 703
y_1002, 704
y_1003, 705
y_1004, 706
y_1005, 707
y_1010, 708
y_1011, 709
y_1012, 710
y_1013, 711
y_1014, 712
y_1015, 713
y_1020, 714
y_1021, 715
y_1022, 716
y_1023, 717
y_1024, 718
y_1025, 719
y_1100, 720
y_1101, 721
y_1102, 722
y_1103, 723
y_1104, 724
y_1105, 725
y_1110, 726
y_1111, 727
y_1112, 728
y_1113, 729
y_1114, 730
y_1115, 731
y_1120, 732
y_1121, 733
y_1122, 734
y_1123, 735
y_1124, 736
y_1125, 737
y_1200, 738
y_1201, 739
y_1202, 740
y_1203, 741
y_1204, 742
y_1205, 743
y_1210, 744
y_1211, 745
y_1212, 746
y_1213, 747
y_1214, 748
y_1215, 749
y_1220, 750
y_1221, 751
y_1222, 752
y_1223, 753
y_1224, 754
y_1225, 755
z_0000, 756
z_0001, 757
z_0002, 758
z_0003, 759
z_0004, 760
z_0005, 761
z_0010, 762
z_0011, 763
z_0012, 764
z_0013, 765
z_0014, 766
z_0015, 767
z_0020, 768
z_0021, 769
z_0022, 770
z_0023, 771
z_0024, 772
z_0025, 773
z_0100, 774
z_0101, 775
z_0102, 776
z_0103, 777
z_0104, 778
z_0105, 779
z_0110, 780
z_0111, 781
z_0112, 782
z_0113, 783
z_0114, 784
z_0115, 785
z_0120, 786
z_0121, 787
z_0122, 788
z_0123, 789
z_0124, 790
z_0125, 791
z_0200, 792
z_0201, 793
z_0202, 794
z_0203, 795
z_0204, 796
z_0205, 797
z_0210, 798
z_0211, 799
z_0212, 800
z_0213, 801
z_0214, 802
z_0215, 803
z_0220, 804
z_0221, 805
z_0222, 806
z_0223, 807
z_0224, 808
z_0225, 809
z_1000, 810
z_1001, 811
z_1002, 812
z_1003, 813
z_1004, 814
z_1005, 815
z_1010, 816
z_1011, 817
z_1012, 818
z_1013, 819
z_1014, 820
z_1015, 821
z_1020, 822
z_1021, 823
z_1022, 824
z_1023, 825
z_1024, 826
z_1025, 827
z_1100, 828
z_1101, 829
z_1102, 830
z_1103, 831
z_1104, 832
z_1105, 833
z_1110, 834
z_1111, 835
z_1112, 836
z_1113, 837
z_1114, 838
z_1115, 839
z_1120, 840
z_1121, 841
z_1122, 842
z_1123, 843
z_1124, 844
z_1125, 845
z_1200, 846
z_1201, 847
z_1202, 848
z_1203, 849
z_1204, 850
z_1205, 851
z_1210, 852
z_1211, 853
z_1212, 854
z_1213, 855
z_1214, 856
z_1215, 857
z_1220, 858
z_1221, 859
z_1222, 860
z_1223, 861
z_1224, 862
z_1225, 863
